id,CodigoBarras,Descripcion,Rubro,PrecioCosto,PorcIVA,PorcUtil,PrecioVenta,Proveedor,Stock,StockMin,StockMax,CtrlStock,Activo
127,7792200000128,BIZCOCHOS 9 DE ORO AGRIDULCES 200 GRS,Galletitas y Golosinas,900.0,0.0,0.0,900.0,null,0,0,0,false,true
128,7792200000159,BIZCOCHOS 9 DE ORO CLASICO 200 GRS,Galletitas y Golosinas,880.0,0.0,2.27,900.0,null,0,0,0,false,true
129,7795735000335,BIZCOCHOS DON SATUR DULCES 200 GRS,Galletitas y Golosinas,900.0,0.0,0.0,900.0,null,0,0,0,false,true
130,7795735000328,BIZCOCHOS DON SATUR SALADO 200 GRS,Galletitas y Golosinas,900.0,0.0,0.0,900.0,null,0,0,0,false,true
131,7790070410139,BIZCOCHUELO EXIQUISITA VAINILLA 540 GRS,Almacén,3090.0,0.0,0.0,3090.0,null,0,0,0,false,true
132,7790070432964,BIZCOCHUELO EXQUISITA VAINILLA 540 GRS,Almacén,3100.0,0.0,0.0,3100.0,null,0,0,0,false,true
133,7790520995483,BLEM 400G,Limpieza,3933.88,21.0,0.0,4760.0,null,0,0,0,false,true
134,77915306,BOCADITO MARROC,Galletitas y Golosinas,850.0,0.0,0.0,850.0,null,0,0,0,false,true
135,123456,BOLSA,Bazar,0.0,21.0,0.0,20.0,null,0,0,0,false,true
136,7795319052552,BOLSA CONSORCIO SOL PLAST,Limpieza,0.0,21.0,0.0,1550.0,null,0,0,0,false,true
137,7794000004900,BOLSA PARA HORNO HIERBAS Y ESPECIAS,Almacén,0.0,21.0,0.0,2200.0,null,0,0,0,false,true
138,7794000004931,BOLSA PARA HORNO KNORR,Almacén,0.0,21.0,0.0,2400.0,null,0,0,0,false,true
139,7794000004887,BOLSA PARA HORNO KNORR,Almacén,0.0,21.0,0.0,2400.0,null,0,0,0,false,true
140,7794000004894,BOLSA PARA HORNO ROMERO Y TOMILLO,Almacén,0.0,21.0,0.0,2400.0,null,0,0,0,false,true
141,7794000004924,BOLSA PARA HORNO TIPO CRIOLLO,Almacén,0.0,21.0,0.0,2400.0,null,0,0,0,false,true
142,763571687345,BOLSAS CONSORCIO 60 X 90,Limpieza,0.0,21.0,0.0,1540.0,null,0,0,0,false,true
143,7795319052118,BOLSAS DE CONSORCIO 80X110,Bazar,0.0,21.0,0.0,2460.0,null,0,0,0,false,true
144,7795319052002,BOLSAS DE CONSORCIO 90 X 120,Limpieza,0.0,21.0,0.0,2800.0,null,0,0,0,false,true
145,7798176080133,BOLSAS DE RESIDUO 45X60,Limpieza,0.0,21.0,0.0,1400.0,null,0,0,0,false,true
146,7795319052125,BOLSAS DE RESIDUOS 45 X 60,Limpieza,0.0,21.0,0.0,1250.0,null,0,0,0,false,true
147,78909434,BOMBONES FERRERO ROCHER 3 UN,Galletitas y Golosinas,0.0,0.0,0.0,2200.0,null,0,0,0,false,true
148,7790580131371,BOMBONES SURTIDOS ARCOR,Kiosco,6570.25,21.0,0.0,7950.0,null,0,0,0,false,true
149,77958921,BON O BON  NEGRO 15G,Galletitas y Golosinas,350.0,0.0,0.0,350.0,null,0,0,0,false,true
150,7792360094319,BONAFIDE 60%CACAO,Kiosco,0.0,21.0,0.0,2500.0,null,0,0,0,false,true
151,77970084,BROCHES DE PLASTICO X12,Limpieza,0.0,21.0,0.0,1200.0,null,0,0,0,false,true
152,7792180139252,BUDIN 9 DE ORO VAINILLA CON DULCE DE LECHE,Fiestas,0.0,21.0,0.0,1400.0,null,0,0,0,false,true
153,7795735601051,BUDIN DON SATUR CON FRUTAS,Fiestas,0.0,21.0,0.0,1650.0,null,0,0,0,false,true
154,7791672002029,BUDIN FANTOCHE MARMOLADO,Fiestas,0.0,21.0,0.0,1850.0,null,0,0,0,false,true
155,7791672002036,BUDIN FANTOCHE SIN FRUTAS,Fiestas,0.0,21.0,0.0,1800.0,null,0,0,0,false,true
156,7791118012742,BUDIN LHERITIER CON CHPS,Fiestas,0.0,21.0,0.0,2100.0,null,0,0,0,false,true
157,7791118012759,BUDIN LHERITIER CON FRUTAS,Fiestas,0.0,21.0,0.0,2100.0,null,0,0,0,false,true
158,7790645002066,CABALLA AL NATURAL CARACAS,Almacén,0.0,0.0,0.0,3140.0,null,0,0,0,true,true
159,7790580138585,CABALLA AL NATURAL LA CAMPAGNOLA,Almacén,0.0,21.0,0.0,3100.0,null,0,0,0,false,true
160,7790645003018,CABALLA CARACAS EN ACEITE,Almacén,0.0,0.0,0.0,3140.0,null,3,0,0,false,true
161,7793360006142,CABALLA LA CAMPAGNOLA AL NATURAL 300 GRS,Almacén,0.0,0.0,0.0,3140.0,null,4,0,0,true,true
162,7791150020323,CACAO AMARGO CHEVALIER 100G,Almacén,0.0,0.0,0.0,2130.0,null,0,0,0,false,true
163,7791775001554,CACAO AMARGO CHEVALIER 100G,Almacén,2859.5,21.0,0.0,3460.0,null,0,0,0,false,true
164,7790093521768,CAFAYATE TORRONTES,Bebidas con Alcohol,1834.0,0.0,30.0,2384.2,null,0,0,0,false,true
165,7790550010255,CAFE CABRALES EN SAQUITOS 20 UN,Almacén,4900.0,0.0,0.0,4900.0,null,0,0,0,false,true
166,7790070933645,CAFE INSTANTANEO ARLISTAN SUAVE 100 GRS,Almacén,4427.24,0.0,0.74,4460.0,null,0,0,0,false,true
167,7790580119126,CAJA BON O BON SURTIDOS 255G,Galletitas y Golosinas,6776.86,21.0,0.0,8200.0,null,0,0,0,false,true
168,7790580119157,CAJA BONOBON,Almacén,5785.12,21.0,0.0,7000.0,null,0,0,0,false,true
169,7794000008601,CALDO KNORR GALLINAS X6,Almacén,0.0,21.0,0.0,1250.0,null,0,0,0,false,true
170,7794000008595,CALDO KNORR VERDURAS X6,Almacén,0.0,21.0,0.0,1250.0,null,0,0,0,false,true
171,7790770602186,CALIPSO PROTECTORES DIARIOS 20U,Perfumería,0.0,21.0,0.0,2220.0,null,0,0,0,false,true
172,77958648,CARAMELO MENTOPLUS STRONG,Kiosco,0.0,21.0,0.0,600.0,null,0,0,0,false,true
173,77958662,CARAMELOS MENTOPLUS,Kiosco,0.0,21.0,0.0,600.0,null,0,0,0,false,true
174,7792258000293,CARBON X 3 KG,Almacén,0.0,0.0,0.0,3100.0,null,0,0,0,false,true
175,92,CARBON X 4 KILOS,Almacén,2975.21,21.0,0.0,3600.0,null,20,0,0,false,true
176,7798071650028,CARBON X 5 KGS,Almacén,0.0,0.0,0.0,4200.0,null,0,0,0,false,true
177,8710522360606,CEPILLO CLOSE UP,Perfumería,0.0,21.0,0.0,1000.0,null,0,0,0,false,true
178,6910021007206,CEPILLO DENTAL COLGATE PREMIER ULTRA 1 U,Perfumería,1500.0,0.0,0.0,1500.0,null,0,0,0,false,true
179,7790380020240,CEREAL FLOW ALME. PISO CHOCOLATE,Kiosco,0.0,21.0,0.0,620.0,null,0,0,0,false,true
"180,7790380020233,""CEREAL FLOW ALMENDRAS , MANI Y MIEL"",Kiosco,0.0,21.0,0.0,620.0,null,0,0,0,false,true"
181,7790380008286,CEREAL FLOW MANZANA,Kiosco,0.0,21.0,0.0,620.0,null,0,0,0,false,true
182,7622201736033,CEREALITAS CLASICAS 212G,Almacén,950.41,21.0,0.0,1150.0,null,0,0,0,false,true
183,7793147573591,CERVEZA AMSTEL 1L,Bebidas con Alcohol,0.0,0.0,0.0,3400.0,null,0,0,0,false,true
184,7793147573546,CERVEZA AMSTEL 473ML,Bebidas con Alcohol,0.0,0.0,0.0,1900.0,null,0,0,0,false,true
185,7793147572853,CERVEZA AMSTEL 710ML,Bebidas con Alcohol,3000.0,0.0,0.0,3000.0,null,0,0,0,false,true
186,7792798002726,CERVEZA ANDES IPA 473ML,Bebidas con Alcohol,2300.0,0.0,0.0,2300.0,null,0,0,0,false,true
187,7792798992317,CERVEZA ANDES ROJA 473ML,Bebidas con Alcohol,2300.0,0.0,0.0,2300.0,null,0,0,0,false,true
188,7792798999866,CERVEZA ANDES RUBIA 473ML,Bebidas con Alcohol,2100.0,0.0,0.0,2100.0,null,0,0,0,false,true
189,696969,CERVEZA ARTESANAL 473ML,Bebidas con Alcohol,0.0,0.0,0.0,2200.0,null,0,0,0,false,true
190,7792798007493,CERVEZA BRAHMA 1L,Bebidas con Alcohol,3000.0,0.0,0.0,3000.0,null,0,0,0,false,true
191,7792798014262,CERVEZA BRAHMA 1L,Bebidas con Alcohol,0.0,21.0,0.0,3000.0,null,0,0,0,false,true
192,7792798005888,CERVEZA BRAHMA 473ML,Bebidas con Alcohol,1700.0,0.0,0.0,1700.0,null,0,0,0,false,true
193,7792798013357,CERVEZA BUDWEISER 710ML,Bebidas con Alcohol,2700.0,0.0,0.0,2700.0,null,0,0,0,false,true
194,7792798012435,CERVEZA CORONA 410ML,Bebidas sin Alcohol,2600.0,0.0,0.0,2600.0,null,0,0,0,false,true
195,7792798003716,CERVEZA CORONA 710ML,Bebidas con Alcohol,4500.0,0.0,0.0,4500.0,null,0,0,0,false,true
196,7793147009137,CERVEZA HEINEKEN 330ML,Bebidas con Alcohol,0.0,21.0,0.0,2800.0,null,0,0,0,false,true
197,7793147009199,CERVEZA HEINEKEN 473ML,Bebidas con Alcohol,0.0,0.0,0.0,3000.0,null,0,0,0,false,true
198,7793147572808,CERVEZA HEINEKEN SIN ALCOHOL 355CC,Bebidas sin Alcohol,0.0,21.0,0.0,1400.0,null,0,0,0,false,true
199,7793147571689,CERVEZA IMPERIAL GOLDEN 473ML,Bebidas con Alcohol,0.0,0.0,0.0,2000.0,null,0,0,0,false,true
200,7793147572624,CERVEZA IMPERIAL GOLDEN 710ML,Bebidas con Alcohol,0.0,0.0,0.0,3400.0,null,0,0,0,false,true
201,7793147570330,CERVEZA IMPERIAL IPA 1L,Bebidas con Alcohol,0.0,0.0,0.0,3900.0,null,0,0,0,false,true
202,7793147570743,CERVEZA IMPERIAL IPA 473ML,Bebidas con Alcohol,0.0,0.0,0.0,2100.0,null,0,0,0,false,true
203,7793147000752,CERVEZA IMPERIAL LAGER 473 CC,Bebidas con Alcohol,0.0,0.0,0.0,2000.0,null,0,0,0,false,true
204,7793147572723,CERVEZA IMPERIAL ROJA 473ML,Bebidas con Alcohol,1900.0,0.0,0.0,1900.0,null,0,0,0,false,true
205,7792798009107,CERVEZA QUILMES 00  SIN ALCOHOL 473ML,Bebidas con Alcohol,0.0,21.0,0.0,1300.0,null,0,0,0,false,true
206,7792798013937,CERVEZA QUILMES 1890,Bebidas con Alcohol,0.0,21.0,0.0,2500.0,null,0,0,0,false,true
207,7792798007387,CERVEZA QUILMES CLASICA 1L,Bebidas con Alcohol,0.0,21.0,0.0,3000.0,null,0,0,0,false,true
208,7792798012923,CERVEZA QUILMES CRISTAL LATA 473 CC,Bebidas con Alcohol,1700.0,0.0,0.0,1700.0,null,0,0,0,false,true
209,7792798007400,CERVEZA QUILMES STOUT 1L,Bebidas con Alcohol,3400.0,0.0,2.94,3500.0,null,0,0,0,false,true
210,7792798001316,CERVEZA QUILMES STOUT 473ML,Bebidas con Alcohol,0.0,0.0,0.0,2000.0,null,0,0,0,false,true
211,7793147573683,CERVEZA SALTA IPA,Bebidas con Alcohol,0.0,21.0,0.0,1600.0,null,0,0,0,false,true
212,7793147001049,CERVEZA SANTA FE 1L,Bebidas con Alcohol,0.0,0.0,0.0,3000.0,null,0,0,0,false,true
213,7793147570286,CERVEZA SANTA FE 473ML,Bebidas con Alcohol,0.0,0.0,0.0,1700.0,null,0,0,0,false,true
214,7793147118860,CERVEZA SCHNEIDER 473 ML,Bebidas con Alcohol,1404.96,21.0,0.0,1700.0,null,0,0,0,false,true
215,7793147570606,CERVEZA SCHNEIDER LATA 710,Bebidas con Alcohol,0.0,21.0,0.0,3000.0,null,0,0,0,false,true
216,7793147572822,CERVEZA SIN ALCOHOL  IMPERIAL GOLDEN 355CC,Bebidas sin Alcohol,0.0,0.0,0.0,1100.0,null,0,0,0,false,true
217,7792798006199,CERVEZA STELLA ARTOIS  970 CC,Bebidas con Alcohol,4700.0,0.0,0.0,4700.0,null,0,0,0,false,true
218,7792798010615,CERVEZA STELLA ARTOIS 473ML,Bebidas con Alcohol,2900.0,0.0,0.0,2900.0,null,0,0,0,false,true
219,8,CHACINADOS BONDIOLA DE CERDO X KILO,Carnicería,0.0,0.0,0.0,7630.0,null,0,0,0,false,true
220,22,CHACINADOS CHORIZOS FRESCOS X KILO,Carnicería,0.0,0.0,0.0,6100.0,null,0,0,0,false,true
221,6,CHACINADOS CORTE MAR DEL PLATA X KILO,Carnicería,0.0,0.0,0.0,6990.0,null,0,0,0,false,true
222,55,CHACINADOS COSTELETAS DE CERDO X KILO,Carnicería,0.0,0.0,0.0,5880.0,null,0,0,0,false,true
223,9,CHACINADOS LOMO / SOLOMILLO DE CERDO X KILO,Carnicería,0.0,0.0,0.0,7630.0,null,0,0,0,false,true
224,7,CHACINADOS MARUCHA / TAPA DE CERDO X KILO,Carnicería,0.0,0.0,0.0,6990.0,null,0,0,0,false,true
225,10,CHACINADOS MATAMBRE DE CERDO X KILO,Carnicería,0.0,0.0,0.0,8780.0,null,0,0,0,false,true
226,111,CHACINADOS MORCILLAS SALADAS X KILO,Carnicería,0.0,0.0,0.0,3690.0,null,0,0,0,false,true
227,5,CHACINADOS PECHITO / COSTILLAS X KILO,Carnicería,0.0,0.0,0.0,5600.0,null,0,0,0,false,true
228,7791560040126,CHAMPAGNE MUMM EXTRA BRUT 750 ML,Bebidas con Alcohol,9700.0,0.0,0.0,9700.0,null,0,0,0,false,true
229,7791250001529,CHAMPAGNE NAVARRO CORREA EXTRA BRUT,Bebidas con Alcohol,9990.0,0.0,0.0,9990.0,null,0,0,0,false,true
230,7791273000547,CHAMPIGNONES LAMINADOS NOGAL DORADO,Almacén,0.0,21.0,0.0,3800.0,null,0,0,0,false,true
231,7790645002936,CHAMPIGNONES TROZADOS 400G,Almacén,0.0,0.0,0.0,3300.0,null,0,0,0,false,true
232,7790310985274,CHEETOS HORNEADOS 43G,Almacén,0.0,0.0,0.0,1500.0,null,0,0,0,false,true
233,7790310984499,CHEETOS HORNEADOS 90 GRS,Almacén,0.0,0.0,0.0,2150.0,null,0,0,0,false,true
234,7791775000434,CHEVALIER AZUCAR IMPALPABLE 200G,Almacén,940.0,0.0,0.0,940.0,null,0,0,0,false,true
235,7791775000144,CHEVALIER CONDIMENTO PARA PIZZA,Almacén,495.87,21.0,0.0,600.0,null,0,0,0,false,true
236,7791775000236,CHEVALLIER ALBAHACA 25G,Almacén,0.0,21.0,0.0,580.0,null,0,0,0,false,true
237,7791775001608,CHEVALLIER CEBOLLA EN ESCAMAS 25G,Almacén,0.0,21.0,0.0,750.0,null,0,0,0,false,true
238,7798048721911,CHOCLO AMARILLO CREMOSO,Almacén,514.29,0.0,40.0,720.0,null,3,0,0,false,true
239,7798048721928,CHOCLO ENTERO ELIO 300G,Almacén,1770.0,0.0,0.0,1770.0,null,2,0,0,false,true
"240,7622201818715,""CHOCOL,CADBURY YOG,FRUTILLA X82G"",Galletitas y Golosinas,2620.0,0.0,0.0,2620.0,null,0,0,0,false,true"
241,7792360071365,CHOCOLATE BONAFIDE P/TAZA 100G,Kiosco,0.0,21.0,0.0,2100.0,null,0,0,0,false,true
242,7622201818647,CHOCOLATE CADBURY YOGHURT FRUTILLA 29 GRS,Galletitas y Golosinas,1350.0,0.0,0.0,1350.0,null,0,0,0,false,true
243,77922120,CHOCOLATE COFLER BLOCK 110 GRS,Galletitas y Golosinas,3190.0,0.0,0.0,3190.0,null,0,0,0,false,true
244,7622210745620,CHOCOLATE CON ALMENDRAS,Galletitas y Golosinas,0.0,21.0,0.0,1420.0,null,0,0,0,false,true
245,7898024397861,CHOCOLATE FERRERO ROCHER X 4 UNIDADES,Galletitas y Golosinas,0.0,21.0,0.0,3300.0,null,0,0,0,false,true
246,80050094,CHOCOLATE KINDER MAXI BARRA 21 GRS,Galletitas y Golosinas,1000.0,0.0,0.0,1000.0,null,0,0,0,false,true
"247,80050315,""CHOCOLATE KINDER MINI BARRA 12,5 GRS"",Galletitas y Golosinas,607.9,0.0,8.57,660.0,null,0,0,0,false,true"
248,7622210745224,CHOCOLATE MILKA 55G,Galletitas y Golosinas,1239.67,21.0,0.0,1500.0,null,0,0,0,false,true
249,7622300844967,CHOCOLATE MILKA BLANCO CON DULCE DE LECHE,Kiosco,0.0,21.0,0.0,2320.0,null,0,0,0,false,true
250,7790380033349,CHOCOLATE SEMI AMARGO RELLENO CON DULCE DE LECHE,Kiosco,2438.02,21.0,0.0,2950.0,null,0,0,0,false,true
251,7622300424084,CHOCOLATE SHOT BARRA 170G,Galletitas y Golosinas,0.0,0.0,0.0,5500.0,null,0,0,0,false,true
252,7791249451656,CHOCOLATE SHOT CON LECHE Y MANI 90 GRS,Galletitas y Golosinas,2560.0,0.0,0.0,2560.0,null,0,0,0,false,true
253,7792360094586,CHOCOLATE VIZZIO ALMENDRAS ENTERAS,Galletitas y Golosinas,0.0,21.0,0.0,1900.0,null,0,0,0,false,true
254,1111111,CHORIZO SECO,Fiambrería,0.0,21.0,0.0,2100.0,null,0,0,0,false,true
255,7791290794221,CIF 750G,Perfumería,0.0,21.0,0.0,2800.0,null,0,0,0,false,true
256,7791290795587,CIF ANTIGRASA 450M,Limpieza,0.0,21.0,0.0,1500.0,null,0,0,0,false,true
257,7791290794238,CIF CREMOSO 375G,Limpieza,1528.93,21.0,0.0,1850.0,null,0,0,0,false,true
258,7791290794054,CIF DETERGENTE 300ML,Limpieza,0.0,21.0,0.0,1550.0,null,0,0,0,false,true
259,77980908,CIGARRILLO LUCKY ORIGEN CONVERTIBLES,Kiosco,1487.6,21.0,0.0,1800.0,null,0,0,0,false,true
260,77993397,CIGARRILLOC MARLBORO CRAFTED COMUN BLUE,Kiosco,0.0,21.0,0.0,2000.0,null,0,0,0,false,true
261,77976994,CIGARRILLOS  LUCKY STRIKE 12 CONVERTIBLE,Kiosco,1983.47,21.0,0.0,2400.0,null,0,0,0,false,true
262,77940735,CIGARRILLOS  PHILIP MORRIS CAPS BOX X20U,Kiosco,4200.0,0.0,0.0,4200.0,null,0,0,0,false,true
263,77953483,CIGARRILLOS CHESTERFIELD 10,Kiosco,1750.0,0.0,0.0,1750.0,null,0,0,0,false,true
264,77953964,CIGARRILLOS CHESTERFIELD BLUE 12,Kiosco,2100.0,0.0,0.0,2100.0,null,0,0,0,false,true
265,77983916,CIGARRILLOS CHESTERFIELD BLUE COMUN 20,Kiosco,3000.0,0.0,0.0,3000.0,null,0,0,0,false,true
266,77953513,CIGARRILLOS CHESTERFIELD X20 COMUN,Kiosco,3000.0,0.0,0.0,3000.0,null,0,0,0,false,true
267,77969675,CIGARRILLOS LIVERPOOL,Kiosco,1487.6,21.0,0.0,1800.0,null,0,0,0,false,true
268,77976529,CIGARRILLOS LUCKY STRIKE 20,Kiosco,3264.46,21.0,0.0,3950.0,null,0,0,0,false,true
269,77976505,CIGARRILLOS LUCKY STRIKE ORIGINAL 12,Kiosco,1983.47,21.0,0.0,2400.0,null,0,0,0,false,true
270,77983343,CIGARRILLOS MARLBORO 12,Kiosco,2900.0,0.0,0.0,2900.0,null,0,0,0,false,true
271,77916433,CIGARRILLOS MARLBORO COMUN 20 UN,Kiosco,4400.0,0.0,0.0,4400.0,null,0,0,0,false,true
272,77988225,CIGARRILLOS MARLBORO CRAFTED BLUE BOX,Kiosco,2300.0,0.0,0.0,2300.0,null,0,0,0,false,true
273,77987297,CIGARRILLOS MARLBORO CRAFTED BOX,Kiosco,2300.0,0.0,0.0,2300.0,null,0,0,0,false,true
274,77987303,CIGARRILLOS MARLBORO CRAFTED COMUN,Kiosco,0.0,21.0,0.0,2000.0,null,0,0,0,false,true
275,77918482,CIGARRILLOS MARLBORO X20 BOX,Kiosco,4800.0,0.0,0.0,4800.0,null,0,0,0,false,true
276,77981813,CIGARRILLOS PHILIP MORRIS 12,Kiosco,2550.0,0.0,0.0,2550.0,null,0,0,0,false,true
277,77971913,CIGARRILLOS PHILIP MORRIS BLUE 12,Kiosco,2550.0,0.0,0.0,2550.0,null,0,0,0,false,true
278,77912879,CIGARRILLOS PHILIP MORRIS COMUN 20 UN,Kiosco,3800.0,0.0,0.0,3800.0,null,0,0,0,false,true
279,77912954,CIGARRILLOS PHILIP MORRIS X20 BOX,Kiosco,4200.0,0.0,0.0,4200.0,null,0,0,0,false,true
280,77990501,CIGARRILLOS PIER,Kiosco,0.0,21.0,0.0,1800.0,null,0,0,0,false,true
281,77953957,CIGARRILOS CHESTERFIELD X20 BOX BLUE,Kiosco,3500.0,0.0,0.0,3500.0,null,0,0,0,false,true
282,77988379,CIGARRILOS LUCKY CONVERTIBLE 20,Kiosco,3264.46,21.0,0.0,3950.0,null,0,0,0,false,true
283,7791200200552,CINZANO ROSSO 1000 ML,Bebidas con Alcohol,7500.0,0.0,0.0,7500.0,null,0,0,0,false,true
284,7798181000034,CLARIFICANTE VERCEL 1L,Limpieza,0.0,21.0,0.0,9775.0,null,0,0,0,false,true
285,70,CLORO 1 1/2 LT,Limpieza,690.0,0.0,0.0,690.0,null,0,0,0,false,true
286,75,CLORO GRANULADO X 1 KG,Limpieza,0.0,0.0,0.0,8200.0,null,0,0,0,false,true
287,76,CLORO PASTILLAS X 1 KILO,Limpieza,0.0,0.0,0.0,7300.0,null,0,0,0,false,true
288,90,CLORO PASTILLAS X UNIDAD,Limpieza,0.0,0.0,0.0,1900.0,null,0,0,0,false,true
289,72,CLORO X 10 LT,Limpieza,0.0,0.0,0.0,7400.0,null,0,0,0,false,true
290,71,CLORO X 5 LT,Limpieza,0.0,0.0,0.0,3700.0,null,0,0,0,false,true
291,77953124,COFLER BLOCK 38G,Galletitas y Golosinas,1100.0,0.0,0.0,1100.0,null,0,0,0,false,true
292,7509546686301,COLGATE ANTICARIES 70G,Perfumería,0.0,21.0,0.0,2650.0,null,0,0,0,false,true
293,7790168903925,COLON SELECTO MALBEC,Bebidas con Alcohol,0.0,21.0,0.0,4830.0,null,0,0,0,false,true
294,7790580133900,CONEJITO BON O BON,Galletitas y Golosinas,0.0,21.0,0.0,1950.0,null,0,0,0,false,true
295,7790580421007,CONFITES ROCKLETS CHOCOLATE 20 GRS,Galletitas y Golosinas,600.0,0.0,0.0,600.0,null,0,0,0,false,true
296,7790310985113,CONITOS 3 D 43 G,Almacén,0.0,21.0,0.0,1500.0,null,0,0,0,false,true
297,7792319972224,COSECHA TARDIA BLANCO DULCE,Bebidas con Alcohol,4700.0,0.0,0.0,4700.0,null,0,0,0,false,true
298,7795157009046,CREMA DE LECHE CREMAC 200G,Fiambrería,1404.96,21.0,0.0,1700.0,null,0,0,0,false,true
299,7790787030132,CREMA DE LECHE ILOLAY,Lácteos,0.0,21.0,0.0,2000.0,null,0,0,0,false,true
300,7791435000132,CREMA DE LECHE LA CABAÑA,Lácteos,0.0,21.0,0.0,1700.0,null,0,0,0,false,true
301,7798321150599,CREMA DE LECHE LECHELITA,Lácteos,0.0,21.0,0.0,1650.0,null,0,0,0,false,true
302,7798060850095,CREMA DE LECHE TONADITA,Lácteos,0.0,21.0,0.0,1740.0,null,0,0,0,false,true
303,7793913013436,CREMA DE LECHE TREGAR,Sin Clasificar,1735.54,21.0,0.0,2100.0,null,0,0,0,false,true
304,7793100111891,CREMA DENTAL COLGATE ULTRA BLANCO,Perfumería,0.0,0.0,0.0,2780.0,null,0,0,0,false,true
305,7891024139165,CREMA DENTAL ODOLITO CON FLUOR FRUTILLA 50 GRS,Perfumería,0.0,0.0,0.0,1650.0,null,0,0,0,false,true
306,7795793102255,CREMA RAMOLAC 200ML,Lácteos,1735.54,21.0,0.0,2100.0,null,0,0,0,false,true
307,7790080033199,CREMA SANCOR C/VIT. D-E 200 ML,Lácteos,1850.0,0.0,0.0,1850.0,null,0,0,0,false,true
308,7798228640407,CROWIE SNACKS DE ARROZ JAMON 50G,Almacén,0.0,21.0,0.0,550.0,null,0,0,0,false,true
309,7798228640421,CROWIE SNACKS DE ARROZ QUESO 50G,Almacén,0.0,21.0,0.0,550.0,null,0,0,0,false,true
310,7702003010743,CURITAS 8UNIDADES,Farmacia,700.0,0.0,0.0,700.0,null,0,0,0,false,true
311,7791200000626,CYNAR 750,Bebidas con Alcohol,7024.79,21.0,0.0,8500.0,null,0,0,0,false,true
312,7791337008083,DANETE DULCE DE LECHE,Lácteos,0.0,21.0,0.0,1160.0,null,0,0,0,false,true
313,7791293046808,DEO PERFUME PATRICHS,Perfumería,0.0,21.0,0.0,2680.0,null,0,0,0,false,true
314,7791600154257,DESODORANTE CIEL NOIR,Perfumería,3260.0,0.0,0.0,3260.0,null,0,0,0,false,true
315,7791293048468,DESODORANTE DOVE,Perfumería,4270.0,0.0,0.0,4270.0,null,0,0,0,false,true
316,7791293050522,DESODORANTE REXONA,Perfumería,0.0,21.0,0.0,3360.0,null,0,0,0,false,true
317,7791293045115,DESODORANTE REXONA HOMBRE,Perfumería,0.0,21.0,0.0,3020.0,null,0,0,0,false,true
318,7791290794900,DETERGENTE ALA CREMOSO 750ML,Limpieza,0.0,0.0,0.0,2130.0,null,0,0,0,false,true
319,7791290794108,DETERGENTE CIF LIMA 300ML,Limpieza,0.0,21.0,0.0,1450.0,null,0,0,0,false,true
320,7790990003015,DETERGENTE MAGISTRAL 215ML,Limpieza,0.0,21.0,0.0,1600.0,null,0,0,0,false,true
321,7790990003022,DETERGENTE MAGISTRAL 300ML,Limpieza,1735.54,21.0,0.0,2100.0,null,0,0,0,false,true
322,77,DETERGENTE SUELTO 1 1/2 LT,Limpieza,0.0,0.0,0.0,1800.0,null,0,0,0,false,true
323,78,DETERGENTE X 5 LT,Limpieza,0.0,0.0,0.0,9100.0,null,0,0,0,false,true
324,7790847000259,DON MARCOS SNACK DE ARROZ CHEDDAR,Almacén,0.0,21.0,0.0,450.0,null,0,0,0,false,true
325,7790847000266,DON MARCOS SNACKS DE ARROZ JAMON,Almacén,743.8,21.0,0.0,900.0,null,0,0,0,false,true
326,7795735601174,DON SATUR MAGDALENAS CON DULCE DE LECHE,Almacén,997.64,21.0,40.0,1690.0,null,0,0,0,false,true
327,7798359330086,DONINAS COCO Y DULCE DE LECHE,Galletitas y Golosinas,0.0,21.0,0.0,2280.0,null,0,0,0,false,true
328,7793706000438,DONINAS FRUTOS DEL BOSQUE SIN TACC,Galletitas y Golosinas,0.0,21.0,0.0,2280.0,null,0,0,0,false,true
329,7790310985267,DORITOS 40G,Almacén,0.0,0.0,0.0,1500.0,null,0,0,0,false,true
330,7790310985649,DORITOS QUESO 77GR,Almacén,0.0,0.0,0.0,2400.0,null,0,0,0,false,true
331,77907509,DOS CORAZONES BOMBÓN RELLENO 26G,Galletitas y Golosinas,1550.0,0.0,0.0,1550.0,null,0,0,0,false,true
332,7793046002215,DULCE DE BATATA CON CHOCOLATE,Almacén,0.0,21.0,0.0,1700.0,null,0,0,0,false,true
333,7793046001416,DULCE DE BATATA DULCOR 500G,Fiambrería,1075.27,0.0,39.5,1500.0,null,0,0,0,false,true
334,7794820902028,DULCE DE LECHE 200G,Almacén,0.0,21.0,0.0,1520.0,null,0,0,0,false,true
335,7795157004263,DULCE DE LECHE CREMAC,Lácteos,0.0,21.0,0.0,1840.0,null,0,0,0,false,true
336,7792860001473,DULCE DE LECHE LHERITIER 200G,Almacén,0.0,21.0,0.0,1550.0,null,0,0,0,false,true
337,7790244940929,DULCE DE LECHE SAN IGNACIO 200G,Lácteos,1200.0,0.0,0.0,1200.0,null,0,0,0,false,true
338,7790244001453,DULCE DE LECHE SAN IGNACIO 400G,Almacén,1942.15,21.0,0.0,2350.0,null,0,0,0,false,true
339,7793046004141,DULCE DE MEMBRILLO DULCOR 500G,Fiambrería,2050.0,0.0,0.0,2050.0,null,0,0,0,false,true
